token,sentiment,score
monstrously,negative,-1
monumental,positive,1
monumentally,positive,1
moody,negative,-1
moot,negative,-1
mope,negative,-1
morality,positive,1
morbid,negative,-1
morbidly,negative,-1
mordant,negative,-1
mordantly,negative,-1
moribund,negative,-1
moron,negative,-1
moronic,negative,-1
morons,negative,-1
mortification,negative,-1
mortified,negative,-1
mortify,negative,-1
mortifying,negative,-1
motionless,negative,-1
motivated,positive,1
motley,negative,-1
mourn,negative,-1
mourner,negative,-1
mournful,negative,-1
mournfully,negative,-1
muddle,negative,-1
muddy,negative,-1
mudslinger,negative,-1
mudslinging,negative,-1
mulish,negative,-1
multi-polarization,negative,-1
multi-purpose,positive,1
mundane,negative,-1
murder,negative,-1
murderer,negative,-1
murderous,negative,-1
murderously,negative,-1
murky,negative,-1
muscle-flexing,negative,-1
mushy,negative,-1
musty,negative,-1
mysterious,negative,-1
mysteriously,negative,-1
mystery,negative,-1
mystify,negative,-1
myth,negative,-1
nag,negative,-1
nagging,negative,-1
naive,negative,-1
naively,negative,-1
narrower,negative,-1
nastily,negative,-1
nastiness,negative,-1
nasty,negative,-1
naughty,negative,-1
nauseate,negative,-1
nauseates,negative,-1
nauseating,negative,-1
nauseatingly,negative,-1
navigable,positive,1
neat,positive,1
neatest,positive,1
neatly,positive,1
nebulous,negative,-1
nebulously,negative,-1
needless,negative,-1
needlessly,negative,-1
needy,negative,-1
nefarious,negative,-1
nefariously,negative,-1
negate,negative,-1
negation,negative,-1
negative,negative,-1
negatives,negative,-1
negativity,negative,-1
neglect,negative,-1
neglected,negative,-1
negligence,negative,-1
negligent,negative,-1
nemesis,negative,-1
nepotism,negative,-1
nervous,negative,-1
nervously,negative,-1
nervousness,negative,-1
nettle,negative,-1
nettlesome,negative,-1
neurotic,negative,-1
neurotically,negative,-1
nice,positive,1
nicely,positive,1
nicer,positive,1
nicest,positive,1
nifty,positive,1
niggle,negative,-1
niggles,negative,-1
nightmare,negative,-1
nightmarish,negative,-1
nightmarishly,negative,-1
nimble,positive,1
nitpick,negative,-1
nitpicking,negative,-1
noble,positive,1
nobly,positive,1
noise,negative,-1
noiseless,positive,1
noises,negative,-1
noisier,negative,-1
noisy,negative,-1
non-confidence,negative,-1
non-violence,positive,1
non-violent,positive,1
nonexistent,negative,-1
nonresponsive,negative,-1
nonsense,negative,-1
nosey,negative,-1
notably,positive,1
noteworthy,positive,1
notoriety,negative,-1
notorious,negative,-1
notoriously,negative,-1
nourish,positive,1
nourishing,positive,1
nourishment,positive,1
novelty,positive,1
noxious,negative,-1
nuisance,negative,-1
numb,negative,-1
nurturing,positive,1
oasis,positive,1
obese,negative,-1
object,negative,-1
objection,negative,-1
objectionable,negative,-1
objections,negative,-1
oblique,negative,-1
obliterate,negative,-1
obliterated,negative,-1
oblivious,negative,-1
obnoxious,negative,-1
obnoxiously,negative,-1
obscene,negative,-1
obscenely,negative,-1
obscenity,negative,-1
obscure,negative,-1
obscured,negative,-1
obscures,negative,-1
obscurity,negative,-1
obsess,negative,-1
obsession,positive,1
obsessions,positive,1
obsessive,negative,-1
obsessively,negative,-1
obsessiveness,negative,-1
obsolete,negative,-1
obstacle,negative,-1
obstinate,negative,-1
obstinately,negative,-1
obstruct,negative,-1
obstructed,negative,-1
obstructing,negative,-1
obstruction,negative,-1
obstructs,negative,-1
obtainable,positive,1
obtrusive,negative,-1
obtuse,negative,-1
occlude,negative,-1
occluded,negative,-1
occludes,negative,-1
occluding,negative,-1
odd,negative,-1
odder,negative,-1
oddest,negative,-1
oddities,negative,-1
oddity,negative,-1
oddly,negative,-1
odor,negative,-1
offence,negative,-1
offend,negative,-1
offender,negative,-1
offending,negative,-1
offenses,negative,-1
offensive,negative,-1
offensively,negative,-1
offensiveness,negative,-1
officious,negative,-1
ominous,negative,-1
ominously,negative,-1
omission,negative,-1
omit,negative,-1
one-sided,negative,-1
onerous,negative,-1
onerously,negative,-1
onslaught,negative,-1
openly,positive,1
openness,positive,1
opinionated,negative,-1
opponent,negative,-1
opportunistic,negative,-1
oppose,negative,-1
opposition,negative,-1
oppositions,negative,-1
oppress,negative,-1
oppression,negative,-1
oppressive,negative,-1
oppressively,negative,-1
oppressiveness,negative,-1
oppressors,negative,-1
optimal,positive,1
optimism,positive,1
optimistic,positive,1
opulent,positive,1
ordeal,negative,-1
orderly,positive,1
originality,positive,1
orphan,negative,-1
ostracize,negative,-1
outbreak,negative,-1
outburst,negative,-1
outbursts,negative,-1
outcast,negative,-1
outcry,negative,-1
outdo,positive,1
outdone,positive,1
outlaw,negative,-1
outmoded,negative,-1
outperform,positive,1
outperformed,positive,1
outperforming,positive,1
outperforms,positive,1
outrage,negative,-1
outraged,negative,-1
outrageous,negative,-1
outrageously,negative,-1
outrageousness,negative,-1
outrages,negative,-1
outshine,positive,1
outshone,positive,1
outsider,negative,-1
outsmart,positive,1
outstanding,positive,1
outstandingly,positive,1
outstrip,positive,1
outwit,positive,1
ovation,positive,1
over-acted,negative,-1
over-awe,negative,-1
over-balanced,negative,-1
over-hyped,negative,-1
over-priced,negative,-1
over-valuation,negative,-1
overact,negative,-1
overacted,negative,-1
overawe,negative,-1
overbalance,negative,-1
overbalanced,negative,-1
overbearing,negative,-1
overbearingly,negative,-1
overblown,negative,-1
overdo,negative,-1
overdone,negative,-1
overdue,negative,-1
overemphasize,negative,-1
overheat,negative,-1
overjoyed,positive,1
overkill,negative,-1
overloaded,negative,-1
overlook,negative,-1
overpaid,negative,-1
overpayed,negative,-1
overplay,negative,-1
overpower,negative,-1
overpriced,negative,-1
overrated,negative,-1
overreach,negative,-1
overrun,negative,-1
overshadow,negative,-1
oversight,negative,-1
oversights,negative,-1
oversimplification,negative,-1
oversimplified,negative,-1
oversimplify,negative,-1
oversize,negative,-1
overstate,negative,-1
overstated,negative,-1
overstatement,negative,-1
overstatements,negative,-1
overstates,negative,-1
overtake,positive,1
overtaken,positive,1
overtakes,positive,1
overtaking,positive,1
overtaxed,negative,-1
overthrow,negative,-1
overthrows,negative,-1
overtook,positive,1
overture,positive,1
overturn,negative,-1
overweight,negative,-1
overwhelm,negative,-1
overwhelmed,negative,-1
overwhelming,negative,-1
overwhelmingly,negative,-1
overwhelms,negative,-1
overzealous,negative,-1
overzealously,negative,-1
overzelous,negative,-1
pain,negative,-1
pain-free,positive,1
painful,negative,-1
painfull,negative,-1
painfully,negative,-1
painless,positive,1
painlessly,positive,1
pains,negative,-1
palatial,positive,1
pale,negative,-1
pales,negative,-1
paltry,negative,-1
pamper,positive,1
pampered,positive,1
pamperedly,positive,1
pamperedness,positive,1
pampers,positive,1
pan,negative,-1
pandemonium,negative,-1
pander,negative,-1
pandering,negative,-1
panders,negative,-1
panic,negative,-1
panick,negative,-1
panicked,negative,-1
panicking,negative,-1
panicky,negative,-1
panoramic,positive,1
paradise,positive,1
paradoxical,negative,-1
paradoxically,negative,-1
paralize,negative,-1
paralyzed,negative,-1
paramount,positive,1
paranoia,negative,-1
paranoid,negative,-1
parasite,negative,-1
pardon,positive,1
pariah,negative,-1
parody,negative,-1
partiality,negative,-1
partisan,negative,-1
partisans,negative,-1
passe,negative,-1
passion,positive,1
passionate,positive,1
passionately,positive,1
passive,negative,-1
passiveness,negative,-1
pathetic,negative,-1
pathetically,negative,-1
patience,positive,1
patient,positive,1
patiently,positive,1
patriot,positive,1
patriotic,positive,1
patronize,negative,-1
paucity,negative,-1
pauper,negative,-1
paupers,negative,-1
payback,negative,-1
peace,positive,1
peaceable,positive,1
peaceful,positive,1
peacefully,positive,1
peacekeepers,positive,1
peach,positive,1
peculiar,negative,-1
peculiarly,negative,-1
pedantic,negative,-1
peeled,negative,-1
peerless,positive,1
peeve,negative,-1
peeved,negative,-1
peevish,negative,-1
peevishly,negative,-1
penalize,negative,-1
penalty,negative,-1
pep,positive,1
pepped,positive,1
pepping,positive,1
peppy,positive,1
peps,positive,1
perfect,positive,1
perfection,positive,1
perfectly,positive,1
perfidious,negative,-1
perfidity,negative,-1
perfunctory,negative,-1
peril,negative,-1
perilous,negative,-1
perilously,negative,-1
perish,negative,-1
permissible,positive,1
pernicious,negative,-1
perplex,negative,-1
perplexed,negative,-1
perplexing,negative,-1
perplexity,negative,-1
persecute,negative,-1
persecution,negative,-1
perseverance,positive,1
persevere,positive,1
personages,positive,1
personalized,positive,1
pertinacious,negative,-1
pertinaciously,negative,-1
pertinacity,negative,-1
perturb,negative,-1
perturbed,negative,-1
pervasive,negative,-1
perverse,negative,-1
perversely,negative,-1
perversion,negative,-1
perversity,negative,-1
pervert,negative,-1
perverted,negative,-1
perverts,negative,-1
pessimism,negative,-1
pessimistic,negative,-1
pessimistically,negative,-1
pest,negative,-1
pestilent,negative,-1
petrified,negative,-1
petrify,negative,-1
pettifog,negative,-1
petty,negative,-1
phenomenal,positive,1
phenomenally,positive,1
phobia,negative,-1
phobic,negative,-1
phony,negative,-1
picket,negative,-1
picketed,negative,-1
picketing,negative,-1
pickets,negative,-1
picky,negative,-1
picturesque,positive,1
piety,positive,1
pig,negative,-1
pigs,negative,-1
pillage,negative,-1
pillory,negative,-1
pimple,negative,-1
pinch,negative,-1
pinnacle,positive,1
pique,negative,-1
pitiable,negative,-1
pitiful,negative,-1
pitifully,negative,-1
pitiless,negative,-1
pitilessly,negative,-1
pittance,negative,-1
pity,negative,-1
plagiarize,negative,-1
plague,negative,-1
plasticky,negative,-1
playful,positive,1
playfully,positive,1
plaything,negative,-1
plea,negative,-1
pleas,negative,-1
pleasant,positive,1
pleasantly,positive,1
pleased,positive,1
pleases,positive,1
pleasing,positive,1
pleasingly,positive,1
pleasurable,positive,1
pleasurably,positive,1
pleasure,positive,1
plebeian,negative,-1
plentiful,positive,1
plight,negative,-1
plot,negative,-1
plotters,negative,-1
ploy,negative,-1
plunder,negative,-1
plunderer,negative,-1
pluses,positive,1
plush,positive,1
plusses,positive,1
poetic,positive,1
poeticize,positive,1
poignant,positive,1
pointless,negative,-1
pointlessly,negative,-1
poise,positive,1
poised,positive,1
poison,negative,-1
poisonous,negative,-1
poisonously,negative,-1
pokey,negative,-1
poky,negative,-1
polarisation,negative,-1
polemize,negative,-1
polished,positive,1
polite,positive,1
politeness,positive,1
pollute,negative,-1
polluter,negative,-1
polluters,negative,-1
polution,negative,-1
pompous,negative,-1
poor,negative,-1
poorer,negative,-1
poorest,negative,-1
poorly,negative,-1
popular,positive,1
portable,positive,1
posh,positive,1
positive,positive,1
positively,positive,1
positives,positive,1
posturing,negative,-1
pout,negative,-1
poverty,negative,-1
powerful,positive,1
powerfully,positive,1
powerless,negative,-1
praise,positive,1
praiseworthy,positive,1
praising,positive,1
prate,negative,-1
pratfall,negative,-1
prattle,negative,-1
pre-eminent,positive,1
precarious,negative,-1
precariously,negative,-1
precious,positive,1
precipitate,negative,-1
precipitous,negative,-1
precise,positive,1
precisely,positive,1
predatory,negative,-1
predicament,negative,-1
preeminent,positive,1
prefer,positive,1
preferable,positive,1
preferably,positive,1
prefered,positive,1
preferes,positive,1
preferring,positive,1
prefers,positive,1
prejudge,negative,-1
prejudice,negative,-1
prejudices,negative,-1
prejudicial,negative,-1
premeditated,negative,-1
premier,positive,1
preoccupy,negative,-1
preposterous,negative,-1
preposterously,negative,-1
prestige,positive,1
prestigious,positive,1
presumptuous,negative,-1
presumptuously,negative,-1
pretence,negative,-1
pretend,negative,-1
pretense,negative,-1
pretentious,negative,-1
pretentiously,negative,-1
prettily,positive,1
pretty,positive,1
prevaricate,negative,-1
priceless,positive,1
pricey,negative,-1
pricier,negative,-1
prick,negative,-1
prickle,negative,-1
prickles,negative,-1
pride,positive,1
prideful,negative,-1
prik,negative,-1
primitive,negative,-1
principled,positive,1
prison,negative,-1
prisoner,negative,-1
privilege,positive,1
privileged,positive,1
prize,positive,1
proactive,positive,1
problem,negative,-1
problem-free,positive,1
problem-solver,positive,1
problematic,negative,-1
problems,negative,-1
procrastinate,negative,-1
procrastinates,negative,-1
procrastination,negative,-1
prodigious,positive,1
prodigiously,positive,1
prodigy,positive,1
productive,positive,1
productively,positive,1
profane,negative,-1
profanity,negative,-1
proficient,positive,1
proficiently,positive,1
profound,positive,1
profoundly,positive,1
profuse,positive,1
profusion,positive,1
progress,positive,1
progressive,positive,1
prohibit,negative,-1
prohibitive,negative,-1
prohibitively,negative,-1
prolific,positive,1
prominence,positive,1
prominent,positive,1
promise,positive,1
promised,positive,1
promises,positive,1
promising,positive,1
promoter,positive,1
prompt,positive,1
promptly,positive,1
propaganda,negative,-1
propagandize,negative,-1
proper,positive,1
properly,positive,1
propitious,positive,1
propitiously,positive,1
proprietary,negative,-1
pros,positive,1
prosecute,negative,-1
prosper,positive,1
prosperity,positive,1
prosperous,positive,1
prospros,positive,1
protect,positive,1
protection,positive,1
protective,positive,1
protest,negative,-1
protested,negative,-1
protesting,negative,-1
protests,negative,-1
protracted,negative,-1
proud,positive,1
proven,positive,1
proves,positive,1
providence,positive,1
proving,positive,1
provocation,negative,-1
provocative,negative,-1
provoke,negative,-1
prowess,positive,1
prudence,positive,1
prudent,positive,1
prudently,positive,1
pry,negative,-1
pugnacious,negative,-1
pugnaciously,negative,-1
pugnacity,negative,-1
punch,negative,-1
punctual,positive,1
punish,negative,-1
punishable,negative,-1
punitive,negative,-1
punk,negative,-1
puny,negative,-1
puppet,negative,-1
puppets,negative,-1
pure,positive,1
purify,positive,1
purposeful,positive,1
puzzled,negative,-1
puzzlement,negative,-1
puzzling,negative,-1
quack,negative,-1
quaint,positive,1
qualified,positive,1
qualify,positive,1
qualm,negative,-1
qualms,negative,-1
quandary,negative,-1
quarrel,negative,-1
quarrellous,negative,-1
quarrellously,negative,-1
quarrels,negative,-1
quarrelsome,negative,-1
quash,negative,-1
queer,negative,-1
questionable,negative,-1
quibble,negative,-1
quibbles,negative,-1
quicker,positive,1
quiet,positive,1
quieter,positive,1
quitter,negative,-1
rabid,negative,-1
racism,negative,-1
racist,negative,-1
racists,negative,-1
racy,negative,-1
radiance,positive,1
radiant,positive,1
radical,negative,-1
radicalization,negative,-1
radically,negative,-1
radicals,negative,-1
rage,negative,-1
ragged,negative,-1
raging,negative,-1
rail,negative,-1
raked,negative,-1
rampage,negative,-1
rampant,negative,-1
ramshackle,negative,-1
rancor,negative,-1
randomly,negative,-1
rankle,negative,-1
rant,negative,-1
ranted,negative,-1
ranting,negative,-1
rantingly,negative,-1
rants,negative,-1
rape,negative,-1
raped,negative,-1
rapid,positive,1
raping,negative,-1
rapport,positive,1
rapt,positive,1
rapture,positive,1
raptureous,positive,1
raptureously,positive,1
rapturous,positive,1
rapturously,positive,1
rascal,negative,-1
rascals,negative,-1
rash,negative,-1
rational,positive,1
rattle,negative,-1
rattled,negative,-1
rattles,negative,-1
ravage,negative,-1
raving,negative,-1
razor-sharp,positive,1
reachable,positive,1
reactionary,negative,-1
readable,positive,1
readily,positive,1
ready,positive,1
reaffirm,positive,1
reaffirmation,positive,1
realistic,positive,1
realizable,positive,1
reasonable,positive,1
reasonably,positive,1
reasoned,positive,1
reassurance,positive,1
reassure,positive,1
rebellious,negative,-1
rebuff,negative,-1
rebuke,negative,-1
recalcitrant,negative,-1
recant,negative,-1
receptive,positive,1
recession,negative,-1
recessionary,negative,-1
reckless,negative,-1
recklessly,negative,-1
recklessness,negative,-1
reclaim,positive,1
recoil,negative,-1
recomend,positive,1
recommend,positive,1
recommendation,positive,1
recommendations,positive,1
recommended,positive,1
reconcile,positive,1
reconciliation,positive,1
record-setting,positive,1
recourses,negative,-1
recover,positive,1
recovery,positive,1
rectification,positive,1
rectify,positive,1
rectifying,positive,1
redeem,positive,1
redeeming,positive,1
redemption,positive,1
redundancy,negative,-1
redundant,negative,-1
refine,positive,1
refined,positive,1
refinement,positive,1
reform,positive,1
reformed,positive,1
reforming,positive,1
reforms,positive,1
refresh,positive,1
refreshed,positive,1
refreshing,positive,1
refund,positive,1
refunded,positive,1
refusal,negative,-1
refuse,negative,-1
refused,negative,-1
refuses,negative,-1
refusing,negative,-1
refutation,negative,-1
refute,negative,-1
refuted,negative,-1
refutes,negative,-1
refuting,negative,-1
regal,positive,1
regally,positive,1
regard,positive,1
regress,negative,-1
regression,negative,-1
regressive,negative,-1
regret,negative,-1
regreted,negative,-1
regretful,negative,-1
regretfully,negative,-1
regrets,negative,-1
regrettable,negative,-1
regrettably,negative,-1
regretted,negative,-1
reject,negative,-1
rejected,negative,-1
rejecting,negative,-1
rejection,negative,-1
rejects,negative,-1
rejoice,positive,1
rejoicing,positive,1
rejoicingly,positive,1
rejuvenate,positive,1
rejuvenated,positive,1
rejuvenating,positive,1
relapse,negative,-1
relaxed,positive,1
relent,positive,1
relentless,negative,-1
relentlessly,negative,-1
relentlessness,negative,-1
reliable,positive,1
reliably,positive,1
relief,positive,1
relish,positive,1
reluctance,negative,-1
reluctant,negative,-1
reluctantly,negative,-1
remarkable,positive,1
remarkably,positive,1
remedy,positive,1
remission,positive,1
remorse,negative,-1
remorseful,negative,-1
remorsefully,negative,-1
remorseless,negative,-1
remorselessly,negative,-1
remorselessness,negative,-1
remunerate,positive,1
renaissance,positive,1
renewed,positive,1
renounce,negative,-1
renown,positive,1
renowned,positive,1
renunciation,negative,-1
repel,negative,-1
repetitive,negative,-1
replaceable,positive,1
reprehensible,negative,-1
reprehensibly,negative,-1
reprehension,negative,-1
reprehensive,negative,-1
repress,negative,-1
repression,negative,-1
repressive,negative,-1
reprimand,negative,-1
reproach,negative,-1
reproachful,negative,-1
reprove,negative,-1
reprovingly,negative,-1
repudiate,negative,-1
repudiation,negative,-1
repugn,negative,-1
repugnance,negative,-1
repugnant,negative,-1
repugnantly,negative,-1
repulse,negative,-1
repulsed,negative,-1
repulsing,negative,-1
repulsive,negative,-1
repulsively,negative,-1
repulsiveness,negative,-1
reputable,positive,1
reputation,positive,1
resent,negative,-1
resentful,negative,-1
resentment,negative,-1
resignation,negative,-1
resigned,negative,-1
resilient,positive,1
resistance,negative,-1
resolute,positive,1
resound,positive,1
resounding,positive,1
resourceful,positive,1
resourcefulness,positive,1
respect,positive,1
respectable,positive,1
respectful,positive,1
respectfully,positive,1
respite,positive,1
resplendent,positive,1
responsibly,positive,1
responsive,positive,1
restful,positive,1
restless,negative,-1
restlessness,negative,-1
restored,positive,1
restrict,negative,-1
restricted,negative,-1
restriction,negative,-1
restrictive,negative,-1
restructure,positive,1
restructured,positive,1
restructuring,positive,1
resurgent,negative,-1
retaliate,negative,-1
retaliatory,negative,-1
retard,negative,-1
retarded,negative,-1
retardedness,negative,-1
retards,negative,-1
reticent,negative,-1
retract,negative,-1
retractable,positive,1
retreat,negative,-1
retreated,negative,-1
revel,positive,1
revelation,positive,1
revenge,negative,-1
revengeful,negative,-1
revengefully,negative,-1
revere,positive,1
reverence,positive,1
reverent,positive,1
reverently,positive,1
revert,negative,-1
revile,negative,-1
reviled,negative,-1
revitalize,positive,1
revival,positive,1
revive,positive,1
revives,positive,1
revoke,negative,-1
revolt,negative,-1
revolting,negative,-1
revoltingly,negative,-1
revolutionary,positive,1
revolutionize,positive,1
revolutionized,positive,1
revolutionizes,positive,1
revulsion,negative,-1
revulsive,negative,-1
reward,positive,1
rewarding,positive,1
rewardingly,positive,1
rhapsodize,negative,-1
rhetoric,negative,-1
rhetorical,negative,-1
ricer,negative,-1
rich,positive,1
richer,positive,1
richly,positive,1
richness,positive,1
ridicule,negative,-1
ridicules,negative,-1
ridiculous,negative,-1
ridiculously,negative,-1
rife,negative,-1
rift,negative,-1
rifts,negative,-1
right,positive,1
righten,positive,1
righteous,positive,1
righteously,positive,1
righteousness,positive,1
rightful,positive,1
rightfully,positive,1
rightly,positive,1
rightness,positive,1
rigid,negative,-1
rigidity,negative,-1
rigidness,negative,-1
rile,negative,-1
riled,negative,-1
rip,negative,-1
rip-off,negative,-1
ripoff,negative,-1
ripped,negative,-1
risk,negative,-1
risk-free,positive,1
risks,negative,-1
risky,negative,-1
rival,negative,-1
rivalry,negative,-1
roadblocks,negative,-1
robust,positive,1
rock-star,positive,1
rock-stars,positive,1
rockstar,positive,1
rockstars,positive,1
rocky,negative,-1
rogue,negative,-1
rollercoaster,negative,-1
romantic,positive,1
romantically,positive,1
romanticize,positive,1
roomier,positive,1
roomy,positive,1
rosy,positive,1
rot,negative,-1
rotten,negative,-1
rough,negative,-1
rremediable,negative,-1
rubbish,negative,-1
rude,negative,-1
rue,negative,-1
ruffian,negative,-1
ruffle,negative,-1
ruin,negative,-1
ruined,negative,-1
ruining,negative,-1
ruinous,negative,-1
ruins,negative,-1
rumbling,negative,-1
rumor,negative,-1
rumors,negative,-1
rumours,negative,-1
rumple,negative,-1
run-down,negative,-1
runaway,negative,-1
rupture,negative,-1
rust,negative,-1
rusts,negative,-1
rusty,negative,-1
rut,negative,-1
ruthless,negative,-1
ruthlessly,negative,-1
ruthlessness,negative,-1
ruts,negative,-1
sabotage,negative,-1
sack,negative,-1
sacrificed,negative,-1
sad,negative,-1
sadden,negative,-1
sadly,negative,-1
sadness,negative,-1
safe,positive,1
safely,positive,1
sag,negative,-1
sagacity,positive,1
sagely,positive,1
sagged,negative,-1
sagging,negative,-1
saggy,negative,-1
sags,negative,-1
saint,positive,1
saintliness,positive,1
saintly,positive,1
salacious,negative,-1
salutary,positive,1
salute,positive,1
sanctimonious,negative,-1
sane,positive,1
sap,negative,-1
sarcasm,negative,-1
sarcastic,negative,-1
sarcastically,negative,-1
sardonic,negative,-1
sardonically,negative,-1
sass,negative,-1
satirical,negative,-1
satirize,negative,-1
satisfactorily,positive,1
satisfactory,positive,1
satisfied,positive,1
satisfies,positive,1
satisfy,positive,1
satisfying,positive,1
satisified,positive,1
savage,negative,-1
savaged,negative,-1
savagery,negative,-1
savages,negative,-1
saver,positive,1
savings,positive,1
savior,positive,1
savvy,positive,1
scaly,negative,-1
scam,negative,-1
scams,negative,-1
scandal,negative,-1
scandalize,negative,-1
scandalized,negative,-1
scandalous,negative,-1
scandalously,negative,-1
scandals,negative,-1
scandel,negative,-1
scandels,negative,-1
scant,negative,-1
scapegoat,negative,-1
scar,negative,-1
scarce,negative,-1
scarcely,negative,-1
scarcity,negative,-1
scare,negative,-1
scared,negative,-1
scarier,negative,-1
scariest,negative,-1
scarily,negative,-1
scarred,negative,-1
scars,negative,-1
scary,negative,-1
scathing,negative,-1
scathingly,negative,-1
scenic,positive,1
sceptical,negative,-1
scoff,negative,-1
scoffingly,negative,-1
scold,negative,-1
scolded,negative,-1
scolding,negative,-1
scoldingly,negative,-1
scorching,negative,-1
scorchingly,negative,-1
scorn,negative,-1
scornful,negative,-1
scornfully,negative,-1
scoundrel,negative,-1
scourge,negative,-1
scowl,negative,-1
scramble,negative,-1
scrambled,negative,-1
scrambles,negative,-1
scrambling,negative,-1
scrap,negative,-1
scratch,negative,-1
scratched,negative,-1
scratches,negative,-1
scratchy,negative,-1
scream,negative,-1
screech,negative,-1
screw-up,negative,-1
screwed,negative,-1
screwed-up,negative,-1
screwy,negative,-1
scuff,negative,-1
scuffs,negative,-1
scum,negative,-1
scummy,negative,-1
seamless,positive,1
seasoned,positive,1
second-class,negative,-1
second-tier,negative,-1
secretive,negative,-1
secure,positive,1
securely,positive,1
sedentary,negative,-1
seedy,negative,-1
seethe,negative,-1
seething,negative,-1
selective,positive,1
self-coup,negative,-1
self-criticism,negative,-1
self-defeating,negative,-1
self-destructive,negative,-1
self-determination,positive,1
self-humiliation,negative,-1
self-interest,negative,-1
self-interested,negative,-1
self-respect,positive,1
self-satisfaction,positive,1
self-serving,negative,-1
self-sufficiency,positive,1
self-sufficient,positive,1
selfinterested,negative,-1
selfish,negative,-1
selfishly,negative,-1
selfishness,negative,-1
semi-retarded,negative,-1
senile,negative,-1
sensation,positive,1
sensational,positive,1
sensationalize,negative,-1
sensationally,positive,1
sensations,positive,1
senseless,negative,-1
senselessly,negative,-1
sensible,positive,1
sensibly,positive,1
sensitive,positive,1
serene,positive,1
serenity,positive,1
seriousness,negative,-1
sermonize,negative,-1
servitude,negative,-1
set-up,negative,-1
setback,negative,-1
setbacks,negative,-1
sever,negative,-1
severe,negative,-1
severity,negative,-1
sexy,positive,1
sh*t,negative,-1
shabby,negative,-1
shadowy,negative,-1
shady,negative,-1
shake,negative,-1
shaky,negative,-1
shallow,negative,-1
sham,negative,-1
shambles,negative,-1
shame,negative,-1
shameful,negative,-1
shamefully,negative,-1
shamefulness,negative,-1
shameless,negative,-1
shamelessly,negative,-1
shamelessness,negative,-1
shark,negative,-1
sharp,positive,1
sharper,positive,1
sharpest,positive,1
sharply,negative,-1
shatter,negative,-1
shemale,negative,-1
shimmer,negative,-1
shimmering,positive,1
shimmeringly,positive,1
shimmy,negative,-1
shine,positive,1
shiny,positive,1
shipwreck,negative,-1
shirk,negative,-1
shirker,negative,-1
shit,negative,-1
shiver,negative,-1
shock,negative,-1
shocked,negative,-1
shocking,negative,-1
shockingly,negative,-1
shoddy,negative,-1
short-lived,negative,-1
shortage,negative,-1
shortchange,negative,-1
shortcoming,negative,-1
shortcomings,negative,-1
shortness,negative,-1
shortsighted,negative,-1
shortsightedness,negative,-1
showdown,negative,-1
shrew,negative,-1
shriek,negative,-1
shrill,negative,-1
shrilly,negative,-1
shrivel,negative,-1
shroud,negative,-1
shrouded,negative,-1
shrug,negative,-1
shun,negative,-1
shunned,negative,-1
sick,negative,-1
sicken,negative,-1
sickening,negative,-1
sickeningly,negative,-1
sickly,negative,-1
sickness,negative,-1
sidetrack,negative,-1
sidetracked,negative,-1
siege,negative,-1
significant,positive,1
silent,positive,1
sillily,negative,-1
silly,negative,-1
simpler,positive,1
simplest,positive,1
simplified,positive,1
simplifies,positive,1
simplify,positive,1
simplifying,positive,1
simplistic,negative,-1
simplistically,negative,-1
sin,negative,-1
sincere,positive,1
sincerely,positive,1
sincerity,positive,1
sinful,negative,-1
sinfully,negative,-1
sinister,negative,-1
sinisterly,negative,-1
sink,negative,-1
sinking,negative,-1
skeletons,negative,-1
skeptic,negative,-1
skeptical,negative,-1
skeptically,negative,-1
skepticism,negative,-1
sketchy,negative,-1
skill,positive,1
skilled,positive,1
skillful,positive,1
skillfully,positive,1
skimpy,negative,-1
skinny,negative,-1
skittish,negative,-1
skittishly,negative,-1
skulk,negative,-1
slack,negative,-1
slammin,positive,1
slander,negative,-1
slanderer,negative,-1
slanderous,negative,-1
slanderously,negative,-1
slanders,negative,-1
slap,negative,-1
slashing,negative,-1
slaughter,negative,-1
slaughtered,negative,-1
slave,negative,-1
slaves,negative,-1
sleazy,negative,-1
sleek,positive,1
slick,positive,1
slime,negative,-1
slog,negative,-1
slogged,negative,-1
slogging,negative,-1
slogs,negative,-1
sloooooooooooooow,negative,-1
sloooow,negative,-1
slooow,negative,-1
sloow,negative,-1
sloppily,negative,-1
sloppy,negative,-1
sloth,negative,-1
slothful,negative,-1
slow,negative,-1
slow-moving,negative,-1
slowed,negative,-1
slower,negative,-1
slowest,negative,-1
slowly,negative,-1
sloww,negative,-1
slowww,negative,-1
slowwww,negative,-1
slug,negative,-1
sluggish,negative,-1
slump,negative,-1
slumping,negative,-1
slumpping,negative,-1
slur,negative,-1
slut,negative,-1
sluts,negative,-1
sly,negative,-1
smack,negative,-1
smallish,negative,-1
smart,positive,1
smarter,positive,1
smartest,positive,1
smartly,positive,1
smash,negative,-1
smear,negative,-1
smell,negative,-1
smelled,negative,-1
smelling,negative,-1
smells,negative,-1
smelly,negative,-1
smelt,negative,-1
smile,positive,1
smiles,positive,1
smiling,positive,1
smilingly,positive,1
smitten,positive,1
smoke,negative,-1
smokescreen,negative,-1
smolder,negative,-1
smoldering,negative,-1
smooth,positive,1
smoother,positive,1
smoothes,positive,1
smoothest,positive,1
smoothly,positive,1
smother,negative,-1
smoulder,negative,-1
smouldering,negative,-1
smudge,negative,-1
smudged,negative,-1
